RanReal240_07.txt,1688920426,FALSE,8.89146,500,0.05
RanReal240_07.txt,1688920436,124197,8.44038,500,0.05
RanReal240_07.txt,1688920445,FALSE,8.56895,500,0.05
RanReal240_07.txt,1688920455,FALSE,8.20267,500,0.05
RanReal240_07.txt,1688920464,FALSE,8.37816,500,0.05
RanReal240_07.txt,1688920474,FALSE,8.51405,500,0.05
RanReal240_07.txt,1688920483,FALSE,8.42543,500,0.05
RanReal240_07.txt,1688920493,FALSE,8.70571,500,0.05
RanReal240_07.txt,1688920502,FALSE,8.79822,500,0.05
RanReal240_07.txt,1688920512,FALSE,8.80051,500,0.05
RanReal240_07.txt,1688920522,FALSE,8.29785,500,0.1
RanReal240_07.txt,1688920532,FALSE,8.32826,500,0.1
RanReal240_07.txt,1688920541,FALSE,8.46388,500,0.1
RanReal240_07.txt,1688920551,FALSE,8.72474,500,0.1
RanReal240_07.txt,1688920560,FALSE,8.61655,500,0.1
RanReal240_07.txt,1688920570,FALSE,8.46219,500,0.1
RanReal240_07.txt,1688920580,125126,8.704,500,0.1
RanReal240_07.txt,1688920589,FALSE,8.59356,500,0.1
RanReal240_07.txt,1688920599,FALSE,8.59687,500,0.1
RanReal240_07.txt,1688920609,FALSE,8.78914,500,0.1
RanReal240_07.txt,1688920619,FALSE,8.6795,500,0.15
RanReal240_07.txt,1688920628,FALSE,8.04112,500,0.15
RanReal240_07.txt,1688920637,FALSE,8.4955,500,0.15
RanReal240_07.txt,1688920647,FALSE,8.46869,500,0.15
RanReal240_07.txt,1688920657,122245,8.61876,500,0.15
RanReal240_07.txt,1688920666,FALSE,8.58038,500,0.15
RanReal240_07.txt,1688920676,FALSE,8.70478,500,0.15
RanReal240_07.txt,1688920686,FALSE,8.48953,500,0.15
RanReal240_07.txt,1688920695,FALSE,8.7783,500,0.15
RanReal240_07.txt,1688920705,FALSE,8.61327,500,0.15
RanReal240_07.txt,1688920715,128565,8.88249,500,0.3
RanReal240_07.txt,1688920725,122975,8.56466,500,0.3
RanReal240_07.txt,1688920734,FALSE,8.63646,500,0.3
RanReal240_07.txt,1688920744,FALSE,8.65601,500,0.3
RanReal240_07.txt,1688920754,122165,8.81226,500,0.3
RanReal240_07.txt,1688920764,FALSE,8.79512,500,0.3
RanReal240_07.txt,1688920774,FALSE,8.44611,500,0.3
RanReal240_07.txt,1688920783,FALSE,8.48861,500,0.3
RanReal240_07.txt,1688920793,FALSE,8.46371,500,0.3
RanReal240_07.txt,1688920802,118512,8.38981,500,0.3
RanReal240_07.txt,1688920812,124867,8.87892,500,0.5
RanReal240_07.txt,1688920822,FALSE,8.55801,500,0.5
RanReal240_07.txt,1688920831,FALSE,8.46188,500,0.5
RanReal240_07.txt,1688920841,FALSE,8.66555,500,0.5
RanReal240_07.txt,1688920851,FALSE,8.69458,500,0.5
RanReal240_07.txt,1688920860,FALSE,8.63372,500,0.5
RanReal240_07.txt,1688920870,FALSE,8.61066,500,0.5
RanReal240_07.txt,1688920880,FALSE,8.45933,500,0.5
RanReal240_07.txt,1688920889,FALSE,8.45796,500,0.5
RanReal240_07.txt,1688920899,FALSE,8.67681,500,0.5
RanReal240_07.txt,1688920910,FALSE,8.6335,500,0.05
RanReal240_07.txt,1688920920,FALSE,8.43036,500,0.05
RanReal240_07.txt,1688920929,FALSE,8.65177,500,0.05
RanReal240_07.txt,1688920939,FALSE,8.16141,500,0.05
RanReal240_07.txt,1688920948,FALSE,8.6174,500,0.05
RanReal240_07.txt,1688920958,FALSE,8.17417,500,0.05
RanReal240_07.txt,1688920967,FALSE,8.68676,500,0.05
RanReal240_07.txt,1688920977,FALSE,8.18554,500,0.05
RanReal240_07.txt,1688920986,FALSE,8.81298,500,0.05
RanReal240_07.txt,1688920996,126440,8.73891,500,0.05
RanReal240_07.txt,1688921006,FALSE,8.42064,500,0.1
RanReal240_07.txt,1688921015,123840,8.49415,500,0.1
RanReal240_07.txt,1688921025,FALSE,8.3008,500,0.1
RanReal240_07.txt,1688921034,FALSE,8.35739,500,0.1
RanReal240_07.txt,1688921044,FALSE,8.65786,500,0.1
RanReal240_07.txt,1688921053,FALSE,8.59063,500,0.1
RanReal240_07.txt,1688921063,FALSE,8.44713,500,0.1
RanReal240_07.txt,1688921072,FALSE,8.59303,500,0.1
RanReal240_07.txt,1688921082,FALSE,8.59783,500,0.1
RanReal240_07.txt,1688921092,FALSE,8.54905,500,0.1
RanReal240_07.txt,1688921101,121935,8.69568,500,0.15
RanReal240_07.txt,1688921111,FALSE,8.63633,500,0.15
RanReal240_07.txt,1688921121,FALSE,8.65946,500,0.15
RanReal240_07.txt,1688921131,FALSE,8.7254,500,0.15
RanReal240_07.txt,1688921140,FALSE,8.38892,500,0.15
RanReal240_07.txt,1688921150,125737,9.07235,500,0.15
RanReal240_07.txt,1688921160,FALSE,8.63866,500,0.15
RanReal240_07.txt,1688921170,126667,8.65072,500,0.15
RanReal240_07.txt,1688921180,FALSE,8.4651,500,0.15
RanReal240_07.txt,1688921189,FALSE,8.14715,500,0.15
RanReal240_07.txt,1688921198,FALSE,8.69696,500,0.3
RanReal240_07.txt,1688921208,124834,8.72936,500,0.3
